id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-N4Mt-pA9XegJ0URSGCZ	I'm sorry I do not have a video for this recipe.	57272517e386b9000e3e2b72	45-54	female	active	0	1	1	45 or older
-NBWxhWmGkE30PhlBYtZ	Alright, that's actually not a bad choice.  Cooked side-by-side, there's absolutely no detectable difference between the wooden spoon and the stand-mixer method, provided you beat extremely vigorously.	XYjHSL2Ky3	25-34	female	active	0	1	One fact.	younger than 45
-NBXbbT3GXscSt67UY_P	Blanching helps set the bird into picture-perfect form; the skin tightens in the hot water, and because the duck is buoyant, any potentially asymmetrical effects of gravity are negated.	eiRY3df7Aq	35-44	male	active	1	2	2	younger than 45
-NBWuuk1EnLzQQHHIck1	Was it helpful?	XYjHSL2Ky3	25-34	female	active	0	0	"0 There are no factual statements in the text ""Was it helpful?"". It is a question asking for feedback."	younger than 45
-NBMClFqXrbV8SFFMP0F	Replacing a quarter of the flour worked well.	o9UbVjHVrS	25-34	female	active	0	1	1	younger than 45
-NBXARJuJIU-Ui8wAfiY	Yes.	coe2XtNapn	25-34	female	passive	0	0	0. There are no facts in the text.	younger than 45
-NBXfY5Ay7kvhL4o_5YK	Do you know that  duck is a magical animal?  Unlike a chicken, which has delicate white meat that reaches kindling-level dryness north of 155°F, and beef, which is loaded with loins that turn to jerky at high heat, duck is one of those special creatures whose every part is just as delicious served well-done as pink.	eiRY3df7Aq	35-44	male	active	1	1	"There is only one fact in this text: ""duck is one of those special creatures whose every part is just as delicious served well-done as pink."""	younger than 45
-NBNJNBtv5XEbk6BdENe	Do you have more questions about the ingredients or would you like to go to the first step out of 9?	j6iz4akqr2	25-34	female	active	0	1	1	younger than 45
-NBGqExPOKNOoQrQchYA	So blending the apples in a blender is not required. Instead, put the slices in the pie shell and try to make an effort to nestle the slices together as compactly as you can; it'll take a minute to pile all the apples into a mound, but they'll all fit so long as you've got a standard nine-inch glass pie plate.	mmhHDA6eue	18-24	female	passive	0	2	2	younger than 45
-NBM5xOtldpYKGXMelEg	Let me see...	o9UbVjHVrS	25-34	female	active	0	0	0 (There is no fact mentioned in the provided text. It only contains a phrase that does not provide any factual information.)	younger than 45
-NAj-_VTqkqeTfeGm_2I	I'm sorry, I do not think I have this information	qk8kmns74p	35-44	female	passive	0	0	0. There are no facts in this text.	younger than 45
-NBHhlBVHSLeNtDv1yeA	As specified earlier, in savory soufflés, like the cheese soufflé, the base is a thick béchamel sauce, usually calling for about three tablespoons flour per cup of milk. By whisking it constantly you ensure that it turns into a silky but pourable sauce, like the gravy you get on biscuits.	rEG2v4CE7m	35-44	male	active	1	2	2	younger than 45
-NBXY07XFvYbFkdq9QfB	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Duck à l'Orange. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N4MrxewHmOxTXjTIDy3	I'm searching a response	57272517e386b9000e3e2b72	45-54	female	active	0	1	There is only one fact in this text.	45 or older
-NBRtKL7EMY2wz80LHq7	oh that's a good question	8nJXjVjBTQ	18-24	female	active	0	0	0	younger than 45
-N5tv9mgGFYRtbawQGQA	So speaking of apples. Which kind of apple do you pick when baking an apple pie?	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	1	younger than 45
-NBNFoMEjAR4VxBmjOUn	"The cayenne pepper is a type of ""Capsicum annuum"". It is usually a moderately hot chili pepper used to flavor dishes. Cayenne peppers are probably named after the place Cayenne in French Guiana ad that's where they come from."	j6iz4akqr2	25-34	female	active	1	2	Two facts.	younger than 45
-NBMSM15NkfJq4B5frgw	With a hot water dough, By adding flour directly to boiling water, you actually end up not only denaturing the proteins, but smashing them into small pieces.	ozf8rdojjw	45-54	female	active	1	2	2	45 or older
-N6Jm8K1KNG9QJmJw4NS	Yes you can use pink salt.  Himalayan Pink Salt is basically table salt with some added chemicals. It is merely dyed pink to help it blend better However, Himalayan Pink Salt is not processed like table salt. Himalayan contains additional trace minerals.	5ea196f089935b04d2ee69d9	45-54	female	active	3	3	3	45 or older
-NBRqP0QOQCnmvlm8C4i	Sure!	8nJXjVjBTQ	18-24	female	active	0	0	0 (There is no text provided to count facts from)	younger than 45
-NBWtZkRRFwj2Y7nzxL4	Let me see...	XYjHSL2Ky3	25-34	female	active	0	0	0	younger than 45
-NBRrfaImPOkoq-GGd_y	exactly	8nJXjVjBTQ	18-24	female	active	0	0	As an AI language model, I cannot see or analyze the text you are referring to. Please provide the text again.	younger than 45
-NBMV7JBSPwhbaGZ6zzc	If we were to try and make gnocchi with a cold water dough we'd end up with dense, chewy nubs that taste more like damp bread.	ozf8rdojjw	45-54	female	active	0	1	1	45 or older
-NBWuThRXPydHdT5iZ6R	Let me see...	XYjHSL2Ky3	25-34	female	active	0	0	0 (There are no facts stated in the text.)	younger than 45
-NBRsIl9MOM7KEQuzXn7	Don't forget to pick the right type of olive oil	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBHiuqCd0JKbZ9aTFtu	Add too much more flour, for example, and your soufflé is going to start to resemble a cake; too little and it'll be too thin to hold its shape, spilling up and over the sides of its container.	rEG2v4CE7m	35-44	male	active	0	2	2	younger than 45
-NBXhTdrhxCtWPEggrDH	The sweetness in sauce bigarade isn't meant to come from the orange component. It comes from the gastrique, which is essential to sauce bigarade. A gastrique is a sweet-sour mixture of caramel and wine vinegar, added in small doses to a sauce to flavor it.	eiRY3df7Aq	35-44	male	active	1	3	3	younger than 45
-NBHfe3qcckScMYdhqU6	As specified, it my take up to one minute to receive a response. Please be patient	rEG2v4CE7m	35-44	male	active	0	1	1	younger than 45
-NBMDBYekza9tWwgxLH1	Adding a couple teaspoons of baking powder to the mix helps bring a bit of air to the mix, forming a crust that is lighter and crisper, with increased surface area (and we all know that more surface area = more crispness, right?).	o9UbVjHVrS	25-34	female	active	1	3	3	younger than 45
-N6JmptOYpmHBpRWYX3c	that's perfect! Let's go to the next step!	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0	45 or older
-NBHqIksxQHmARyzmpFO	Let's move on	rEG2v4CE7m	35-44	male	active	0	0	0	younger than 45
-N96LQ0ubLgdGLSvxp7p	Can you reformulate your question?	5fdbb3b4e66d7f061f78ea21	35-44	female	passive	0	0	0. There are no facts in the text.	younger than 45
-N8YKDq5Ny2apheBb8-o	Let me see what I can find :)	608b0f7f4699c09aa348c57f	35-44	male	passive	0	0	0	younger than 45
-NBSPtdQMSnKS5rA2zhd	I'm sorry, there are no videos available for this recipe.	tcYis3RLgY	25-34	female	passive	0	1	"There is only one fact in this text: ""there are no videos available for this recipe."""	younger than 45
-NBX_E0V-leNqdvrDmWA	Ok perfect, let's go to the next step	eiRY3df7Aq	35-44	male	active	0	0	0. There are no facts in this text.	younger than 45
-N8YPZgTpAXPvpxkk_F2	I'm sorry I do not have an answer to that question	608b0f7f4699c09aa348c57f	35-44	male	passive	0	0	0	younger than 45
-N5jwIDZQwztj0buBt7C	I'm sorry I do not have any note on this specific step.	612517df29cd32c6632b4a44	55-64	female	active	0	0	Zero.	45 or older
-NBXjQnFbOslJlhgas9n	Well done! You reached the last step!	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-N4MsQTvfrJ_c5cwJgab	Cutting the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein.	57272517e386b9000e3e2b72	45-54	female	active	0	1	"There is only one fact in this text: ""cornstarch adds moisture-absorbing capabilities to the breading without adding excess protein."""	45 or older
-NBRnxQxwSgNiAIfDBee	But only one of them is suitable for this type of pesto	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBRtHJxzO1uZdt_n2KZ	If you can find the Fiore Sardo, it will make a marginally better pesto sauce, but Pecorino Romano makes a darned good one, too (and, frankly, Parmigiano-Reggiano alone makes a great one as well).	8nJXjVjBTQ	18-24	female	active	3	2	2	younger than 45
-N8YIedYn4hQBnj9yQn2	While it's often said that using a variety of apples can create depth of flavor, this can also introduce unnecessary variables into the equation, with some types breaking down more quickly to flood the pie with juice. When you stick with one type of apple, the pie's consistency stays the same from batch to batch; depth is created through a blend of brown sugar and spices that highlights the apples rather than overwhelming them. For this purpose, I'm a big fan of tart baking apples, like Granny Smiths.	608b0f7f4699c09aa348c57f	35-44	male	passive	1	4	4	younger than 45
-NBRsDsS5Jgg04N_MvyE	For the pesto, you can add 3/4 cup (175ml) olive oil	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBGse9ICax9Q4RYWkfW	Best would be to warm it in a 350°F (180°C) oven to restore the crispy crust and saucy filling. Probably about 15 to 20 minutes.	mmhHDA6eue	18-24	female	passive	0	2	Two.	younger than 45
-NBM4Po72yJo9OVy-leY	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Southern Fried Chicken. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	o9UbVjHVrS	25-34	female	active	0	3	3	younger than 45
-NBRoYyMMi-twUrUjvwS	Happy to hear that. Thanks!	8nJXjVjBTQ	18-24	female	active	0	0	There are zero facts in this text.	younger than 45
-NBRmwd2xjyhOzvTcX8T	Hello :)  How can I help you?	8nJXjVjBTQ	18-24	female	active	0	0	There are zero facts in this text.	younger than 45
-NBRmpXUm9LtcFh4Pj1M	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Pesto alla Genovese. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBRo6_d_2vQVW83NOjX	If you want to make the very best pesto, get yourself a mortar and pestle from the Mediterranean.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-N9kD1os862rQHrKkEUB	Ok thanks! Let me see what I can find	60c48655811ab33a8f77dd34	18-24	female	passive	0	0	0. There are no facts in this text.	younger than 45
-N6JjTYMREI1s4ckc5rc	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare The Best Pesto alla Genovese. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	5ea196f089935b04d2ee69d9	45-54	female	active	0	4	4	45 or older
-N9kFagUJlMsUk6amyFW	Unless you're reading this from Liguria itself, you probably don't have access to the prized basil of that region. If you happen to grow your own, lucky you. If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it. If you have to settle for supermarket clamshells of hydroponic herb, well, then, that's what it's going to be. Basically, get the best fresh basil you can, and that's all there is to it.	60c48655811ab33a8f77dd34	18-24	female	passive	1	3	3	younger than 45
-N4DazSWhIObEPPxZz6W	No it does not matter. Simply use paprika to add heat and peppery flavour	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	1	1	younger than 45
-NBSR47W3NVoPk5Wl_L5	Let me see...	tcYis3RLgY	25-34	female	passive	0	0	There is no factual information in the given text. Therefore, the answer is 0.	younger than 45
-N5k3j_gNKx8KLpwQPou	If you've ever carved a roast chicken or turkey before, then you've got nothing to worry about, because cutting the meat off a duck crown is the same as carving the breasts of any roast bird. And even if you haven't done much carving in your life, don't sweat it; it's easy. The most important thing you need to do in terms of carving happens before the duck even goes in the oven—removing the wishbone. As I mentioned in the primer for dry-aging ducks, I like to remove the wishbone after the birds have finished aging in the fridge. The skin and flesh around the neck cavity dry out during the aging process, making it easier to locate and cut out the wishbone cleanly, without taking a chunk of breast meat with it. Once the crown is roasted and rested, carving the breasts off the cage is pretty simple. Use a sharp knife, preferably a slicer with a long thin blade that allows you to cut with smooth even strokes. Slice into the breast on one side of the breastbone and use steady, smooth knife strokes, riding the contour of the breastbone with the blade and gently pulling the breast back with your off-hand as you cut. The breast will gradually pull away from the cage, and you can cut it away completely at the point where it connects with the shoulder joint. Remove the second breast and then set aside the crown carcass for making another batch of duck stock. Take a second to trim up the breasts before slicing and serving. The bottom edge of the breast where it protruded from the crown has very little meat along with some tough cartilage and skin. Place the breasts skin-side-down on your board, trim off those pieces, and discard them. On the upper edge of the breast, you will find a large pocket of fat between the meat and skin. I like to trim that away as well. Now you get to pick your preferred slicing presentation for serving. You can slice the breasts crosswise into 1/2-inch-thick pieces that are ideal for a family-style meal or in half, lengthwise, if you're going for more of a minimalist fine-dining vibe.	612517df29cd32c6632b4a44	55-64	female	active	7	14	14	45 or older
